period,source,target,mode,route,flow_persons
晚高峰,T_4,TYGY,c,T_4 -> N4 -> TYGY,39.12
晚高峰,T_1,CYGY,b,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,21.33
晚高峰,T_6,GYGY,p,T_6 -> N44 -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,18.37
晚高峰,T_2,CYGY,p,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,28.0
晚高峰,T_16,XYGY,c,T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,23.72
晚高峰,T_5,GYGY,b,T_5 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,14.87
晚高峰,T_7,GYGY,b,T_7 -> N46 -> N33 -> N61 -> GYGY,14.86
晚高峰,T_2,TYGY,c,T_2 -> N14 -> N4 -> TYGY,4.34
晚高峰,T_4,XYGY,p,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,18.31
晚高峰,T_2,XYGY,b,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,18.15
晚高峰,T_25,GYGY,c,T_25 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N61 -> GYGY,4.0
晚高峰,T_1,GYGY,b,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,12.85
晚高峰,T_5,CYGY,b,T_5 -> N16 -> N30 -> XYST -> N28 -> CYGY,29.55
晚高峰,T_1,TYGY,c,T_1 -> N25 -> N26 -> N27 -> T_2 -> N14 -> N4 -> TYGY,3.81
晚高峰,T_9,XYGY,c,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,19.93
晚高峰,T_10,XYGY,c,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,10.16
晚高峰,T_10,TYGY,c,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,3.66
晚高峰,T_3,XYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,15.71
晚高峰,T_9,TYGY,c,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,3.42
晚高峰,T_1,CYGY,p,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,13.58
晚高峰,T_6,TYGY,c,T_6 -> N44 -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,3.12
晚高峰,T_8,TYGY,c,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,3.03
晚高峰,T_5,GYGY,p,T_5 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,12.62
晚高峰,T_5,TYGY,c,T_5 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,2.71
晚高峰,T_7,TYGY,c,T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,2.52
晚高峰,T_1,GYGY,p,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,6.6
晚高峰,T_6,XYGY,c,T_6 -> N44 -> N29 -> XYST -> N12 -> XYGY,17.98
晚高峰,T_2,GYGY,b,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,9.24
晚高峰,T_25,CYGY,c,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> CYGY,6.76
晚高峰,T_1,XYGY,c,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,9.05
晚高峰,T_10,CYGY,c,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> CYGY,4.4
晚高峰,T_10,GYGY,c,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N61 -> GYGY,1.02
晚高峰,T_16,CYGY,c,T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,13.72
晚高峰,T_7,XYGY,c,T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,10.8
晚高峰,T_9,GYGY,c,T_9 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N61 -> GYGY,2.75
晚高峰,T_8,XYGY,c,T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,8.1
晚高峰,T_16,GYGY,c,T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,8.27
晚高峰,T_8,GYGY,c,T_8 -> N42 -> T_7 -> N46 -> N33 -> N61 -> GYGY,4.08
晚高峰,T_5,XYGY,c,T_5 -> N16 -> N30 -> XYST -> N12 -> XYGY,10.8
晚高峰,T_4,CYGY,p,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,10.09
晚高峰,T_2,CYGY,b,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,10.0
晚高峰,T_7,CYGY,c,T_7 -> N32 -> GYST -> N28 -> CYGY,11.87
晚高峰,T_3,CYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,8.66
晚高峰,T_4,XYGY,b,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,6.35
晚高峰,T_2,GYGY,p,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,4.96
晚高峰,T_6,GYGY,c,T_6 -> N44 -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,6.15
晚高峰,T_8,CYGY,c,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> CYGY,8.1
晚高峰,T_3,XYGY,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,5.45
晚高峰,T_9,CYGY,c,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> CYGY,6.06
晚高峰,T_6,CYGY,c,T_6 -> N44 -> N29 -> N28 -> CYGY,4.46
晚高峰,T_4,GYGY,b,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.37
晚高峰,T_1,CYGY,c,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,3.88
晚高峰,T_3,GYGY,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,1.83
晚高峰,T_7,GYGY,c,T_7 -> N46 -> N33 -> N61 -> GYGY,2.09
晚高峰,T_2,XYGY,c,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,3.53
晚高峰,T_5,GYGY,c,T_5 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,1.7
晚高峰,T_5,CYGY,c,T_5 -> N16 -> N30 -> XYST -> N28 -> CYGY,5.91
晚高峰,T_1,GYGY,c,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,1.17
晚高峰,T_4,CYGY,b,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,3.52
晚高峰,T_4,GYGY,p,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.95
晚高峰,T_3,GYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.8
晚高峰,T_3,CYGY,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,3.02
晚高峰,T_2,GYGY,c,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.68
晚高峰,T_2,CYGY,c,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,1.96
晚高峰,T_4,XYGY,c,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,1.27
晚高峰,T_3,XYGY,c,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N12 -> XYGY,1.09
晚高峰,T_4,GYGY,c,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.41
晚高峰,T_3,GYGY,c,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.44
晚高峰,T_4,CYGY,c,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,0.7
晚高峰,T_3,CYGY,c,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> CYGY,0.6
晚高峰,T_25,XYGY,b,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,120.08
晚高峰,T_25,TYGY,b,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,32.88
晚高峰,T_7,XYGY,p,T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,17.58
晚高峰,T_8,XYGY,p,T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,51.54
晚高峰,T_25,XYGY,p,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,49.84
晚高峰,T_25,TYGY,p,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,14.95
晚高峰,T_10,XYGY,p,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,22.64
晚高峰,T_10,TYGY,p,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,8.01
晚高峰,T_16,GYGY,b,T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,36.11
晚高峰,T_10,GYGY,c,T_10 -> N38 -> T_25 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N61 -> GYGY,1.27
晚高峰,T_8,XYGY,c,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,4.17
晚高峰,T_9,XYGY,b,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,26.1
晚高峰,T_10,XYGY,b,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,17.79
晚高峰,T_10,TYGY,b,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,5.04
晚高峰,T_9,TYGY,b,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> N4 -> TYGY,4.7
晚高峰,T_9,XYGY,p,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,16.61
晚高峰,T_4,GYGY,b,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,1.12
晚高峰,T_4,GYGY,p,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.79
晚高峰,T_3,GYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.8
晚高峰,T_2,GYGY,c,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.37
晚高峰,T_5,GYGY,c,T_5 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.8
晚高峰,T_10,CYGY,c,T_10 -> N38 -> T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> CYGY,1.29
晚高峰,T_16,GYGY,c,T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,4.86
晚高峰,T_8,GYGY,c,T_8 -> N42 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,6.23
晚高峰,T_2,GYGY,p,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.31
晚高峰,T_6,GYGY,c,T_6 -> N44 -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,4.7
晚高峰,T_4,GYGY,b,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,4.1
晚高峰,T_3,GYGY,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.32
晚高峰,T_7,GYGY,c,T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,2.64
晚高峰,T_5,GYGY,c,T_5 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,2.6
晚高峰,T_1,GYGY,c,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,1.44
晚高峰,T_4,GYGY,p,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.95
晚高峰,T_3,GYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.95
晚高峰,T_2,GYGY,c,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.63
晚高峰,T_4,GYGY,c,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.54
晚高峰,T_3,GYGY,c,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.42
晚高峰,T_25,TYGY,b,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,70.46
晚高峰,T_25,TYGY,p,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,29.89
晚高峰,T_25,GYGY,b,T_25 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,35.75
晚高峰,T_2,TYGY,b,T_2 -> N14 -> T_4 -> N4 -> TYGY,141.0
晚高峰,T_10,TYGY,b,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,12.59
晚高峰,T_1,TYGY,b,T_1 -> N25 -> N26 -> N27 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,111.82
晚高峰,T_9,TYGY,b,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,18.79
晚高峰,T_6,TYGY,b,T_6 -> N44 -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,49.4
晚高峰,T_8,TYGY,b,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,47.92
晚高峰,T_25,GYGY,p,T_25 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,12.25
晚高峰,T_7,TYGY,b,T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,39.88
晚高峰,T_5,TYGY,b,T_5 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,87.93
晚高峰,T_10,TYGY,p,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,8.01
晚高峰,T_7,GYGY,p,T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,26.21
晚高峰,T_9,TYGY,p,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,41.85
晚高峰,T_10,GYGY,b,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,9.81
晚高峰,T_9,GYGY,b,T_9 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,11.0
晚高峰,T_6,TYGY,p,T_6 -> N44 -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,30.07
晚高峰,T_16,GYGY,b,T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,34.77
晚高峰,T_8,TYGY,p,T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,38.45
晚高峰,T_8,GYGY,b,T_8 -> N42 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,34.28
晚高峰,T_16,TYGY,c,T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,61.42
晚高峰,T_7,TYGY,p,T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,33.11
晚高峰,T_6,GYGY,b,T_6 -> N44 -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,26.87
晚高峰,T_10,GYGY,p,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,6.24
晚高峰,T_9,GYGY,p,T_9 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,7.87
晚高峰,T_25,TYGY,c,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,11.96
晚高峰,T_16,GYGY,p,T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,23.83
晚高峰,T_8,GYGY,p,T_8 -> N42 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,19.3
晚高峰,T_6,GYGY,p,T_6 -> N44 -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,19.63
晚高峰,T_5,GYGY,b,T_5 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,18.18
晚高峰,T_7,GYGY,b,T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,8.81
晚高峰,T_2,TYGY,c,T_2 -> N14 -> T_4 -> N4 -> TYGY,28.2
晚高峰,T_25,GYGY,c,T_25 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,7.5
晚高峰,T_1,GYGY,b,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.46
晚高峰,T_1,TYGY,c,T_1 -> N25 -> N26 -> N27 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,21.89
晚高峰,T_10,TYGY,c,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,6.41
晚高峰,T_9,TYGY,c,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,11.96
晚高峰,T_6,TYGY,c,T_6 -> N44 -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,8.59
晚高峰,T_8,TYGY,c,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,11.37
晚高峰,T_5,GYGY,p,T_5 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,6.31
晚高峰,T_5,TYGY,c,T_5 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,17.59
晚高峰,T_7,TYGY,c,T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,7.57
晚高峰,T_1,GYGY,p,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.77
晚高峰,T_2,GYGY,b,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.75
晚高峰,T_10,GYGY,c,T_10 -> N38 -> T_25 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,1.02
晚高峰,T_9,GYGY,c,T_9 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,1.75
晚高峰,T_5,GYGY,c,T_5 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.9
晚高峰,T_4,GYGY,p,T_4 -> N14 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.79
晚高峰,T_3,GYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.66
晚高峰,T_2,GYGY,c,T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.63
晚高峰,T_16,TYGY,p,T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,843.41
晚高峰,T_2,TYGY,p,T_2 -> N14 -> T_4 -> N4 -> TYGY,379.61
晚高峰,T_1,TYGY,p,T_1 -> N25 -> N26 -> N27 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,306.44
晚高峰,T_16,TYGY,b,T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,301.22
晚高峰,T_5,TYGY,p,T_5 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,241.48
晚高峰,T_25,TYGY,p,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,14.95
晚高峰,T_10,TYGY,b,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,25.19
晚高峰,T_9,TYGY,b,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,46.97
晚高峰,T_10,TYGY,p,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,14.43
晚高峰,T_10,GYGY,c,T_10 -> N38 -> T_9 -> N48 -> N49 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,1.27
晚高峰,T_1,GYGY,c,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> T_16 -> N16 -> N30 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.36
晚高峰,T_10,GYGY,b,T_10 -> N38 -> T_9 -> N47 -> N46 -> N33 -> N61 -> GYGY,35.02
晚高峰,T_9,GYGY,b,T_9 -> N47 -> N46 -> N33 -> N60 -> N61 -> GYGY,30.25
晚高峰,T_10,GYGY,p,T_10 -> N38 -> T_9 -> N47 -> N46 -> N33 -> N61 -> GYGY,15.15
晚高峰,T_9,GYGY,p,T_9 -> N47 -> N46 -> N33 -> N61 -> GYGY,17.5
晚高峰,T_10,GYGY,c,T_10 -> N38 -> T_9 -> N47 -> N46 -> N33 -> N60 -> N61 -> GYGY,3.57
晚高峰,T_9,GYGY,c,T_9 -> N47 -> N46 -> N33 -> N61 -> GYGY,3.25
晚高峰,T_10,GYGY,p,T_10 -> N38 -> T_9 -> N47 -> N46 -> N33 -> N60 -> N61 -> GYGY,22.29
晚高峰,T_9,GYGY,p,T_9 -> N47 -> N46 -> N33 -> N60 -> N61 -> GYGY,19.25
